Jometry Game Id,Jarchive Game Id,Season,Game In Season,Date,Podium,Contestant,Jometry Contestant Id,JAtt,JBuz,JCor,JInc,JDD,JFinal$,DJAtt,DJBuz,DJCor,DJInc,DJDD1,DJDD2,DJFinal$,FJCor,FJWager,FJFinal$
3089,9343,42,80,12/26/2025,3,Guy Branum,8636,20,8,6,2,,800,20,10,10,2,-3600,2000,9200,1,3801,13001
3090,9344,42,81,12/29/2025,1,Keegan Olson,8706,18,4,4,1,200,1000,21,9,7,2,,,5800,0,5800,0
3090,9344,42,81,12/29/2025,2,Abigail Arnold,8678,16,10,9,1,,4400,18,11,13,0,4000,4000,25600,0,0,25600
3090,9344,42,81,12/29/2025,3,Mustafa Hameed,8609,20,15,13,2,,6000,16,7,6,1,,,12000,0,300,11700
3091,9345,42,82,12/30/2025,1,Emily Johnson,8582,25,8,7,2,-1000,1400,19,9,10,0,2600,,13600,1,13000,26600
3091,9345,42,82,12/30/2025,2,Dondi DeMarco,8660,23,11,11,0,,7200,16,9,9,0,,,17200,1,10001,27201
3091,9345,42,82,12/30/2025,3,Ricky Chandak,8876,20,11,10,1,,4800,16,9,8,2,,4000,12400,0,5000,7400
3092,9346,42,83,12/31/2025,1,Ryan Sharpe,8952,27,9,8,1,,4800,17,10,9,1,,,12400,1,11601,24001
3092,9346,42,83,12/31/2025,2,Jenna Hayes,8400,21,7,7,0,,4800,20,9,7,4,3000,3800,12000,1,3801,15801
3092,9346,42,83,12/31/2025,3,Dan Puma,8882,28,14,14,1,1000,6600,26,12,10,2,,,15800,0,9001,6799
3093,9347,42,84,01/01/2026,1,Dondi DeMarco,8660,14,5,4,1,,1600,13,3,1,2,,,0,,,0
3093,9347,42,84,01/01/2026,2,Abigail Arnold,8678,20,9,8,1,,5600,19,9,8,1,,,15600,1,8000,23600
3093,9347,42,84,01/01/2026,3,Ryan Sharpe,8952,21,13,14,0,1200,7200,20,16,16,2,13600,-4096,33104,1,336,33440
3094,9348,42,85,01/02/2026,1,Dondi DeMarco,8660,21,7,6,2,-1600,1400,17,6,6,1,,2500,6700,0,6699,1
3094,9348,42,85,01/02/2026,2,Abigail Arnold,8678,18,11,11,0,,7000,19,7,6,1,,,12600,0,11639,961
3094,9348,42,85,01/02/2026,3,Ryan Sharpe,8952,22,10,10,0,,4800,25,18,15,4,8000,,24800,1,42,24842
3095,9349,42,86,01/05/2026,1,Stella Trout,8799,20,12,9,4,-1400,1400,17,10,11,1,2000,3400,16000,1,10401,26401
3095,9349,42,86,01/05/2026,2,Bill McKinney,8366,20,7,6,1,,2000,19,12,10,2,,,13200,0,1000,12200
3095,9349,42,86,01/05/2026,3,Dargan Ware,9024,25,15,12,3,,5400,21,9,4,5,,,2600,0,400,2200
3096,9351,42,87,01/06/2026,1,Michelle Tsai,8708,22,11,10,2,2000,7200,21,13,13,2,-2000,-2000,16000,0,1602,14398
3096,9351,42,87,01/06/2026,2,Dave Bond,8360,20,10,10,0,,6200,15,6,5,1,,,11800,0,1800,10000
3096,9351,42,87,01/06/2026,3,Geoff Barnes,8790,18,8,6,2,,1600,22,7,6,1,,,8800,0,8000,800
3097,9352,42,88,01/07/2026,1,Cameron Berry,8604,25,13,13,0,,8200,20,11,9,3,1000,,12800,0,201,12599
3097,9352,42,88,01/07/2026,2,Harvey Silikovitz,8579,22,7,6,1,,3000,21,12,11,2,,-2000,13000,0,2,12998
3097,9352,42,88,01/07/2026,3,Jason Singer,8868,18,7,6,2,-1500,1500,16,5,4,1,,,3900,0,3900,0
3098,9353,42,89,01/08/2026,1,Pete Johnston,8897,17,11,10,2,-1000,3800,16,10,9,2,,1000,10800,0,7601,3199
3098,9353,42,89,01/08/2026,2,Vickie Talvola,8976,18,8,6,2,,800,18,10,9,2,2400,,9200,1,4400,13600
3098,9353,42,89,01/08/2026,3,Jonathan Hugendubler,8928,17,10,9,1,,4800,18,8,6,2,,,9200,1,9200,18400
3099,9354,42,90,01/09/2026,1,James Corson,8583,21,8,8,0,,4200,19,9,7,2,,,11000,0,11000,0
3099,9354,42,90,01/09/2026,2,Ryan Sharpe,8952,16,10,10,0,,6400,15,10,12,0,6174,2048,24222,1,1729,25951
3099,9354,42,90,01/09/2026,3,Ian Morrison,8940,20,8,8,1,-1000,3600,19,7,6,1,,,8800,1,8800,17600
3100,9355,42,91,01/12/2026,1,Ryan Sharpe,8952,20,9,9,0,,6000,18,6,7,0,9600,,24000,0,7601,16399
3100,9355,42,91,01/12/2026,2,Vickie Talvola,8976,22,7,8,0,1000,5400,23,11,11,0,,,15800,0,9400,6400
3100,9355,42,91,01/12/2026,3,Cameron Berry,8604,22,11,11,0,,5800,21,9,10,0,,9800,27200,1,4401,31601
3101,9356,42,92,01/13/2026,1,Jonathan Hugendubler,8928,22,9,9,0,,6800,18,11,11,2,8800,5000,30600,1,0,30600
3101,9356,42,92,01/13/2026,2,Michelle Tsai,8708,25,12,12,1,1600,6600,24,12,9,3,,,13400,0,31,13369
3101,9356,42,92,01/13/2026,3,Bill McKinney,8366,17,9,6,3,,1600,12,5,3,2,,,1200,0,0,1200
3102,9357,42,93,01/14/2026,1,Stella Trout,8799,21,8,8,0,,5000,21,12,12,1,-6600,,14000,1,5601,19601
3102,9357,42,93,01/14/2026,2,Ian Morrison,8940,25,11,10,1,,4200,21,8,7,1,,,10600,0,9001,1599
3102,9357,42,93,01/14/2026,3,Harvey Silikovitz,8579,19,8,9,0,4000,8800,17,7,6,2,,-5000,9800,1,9800,19600
3103,9358,42,94,01/15/2026,1,Cameron Berry,8604,20,12,12,1,-1400,5600,22,12,10,2,,,16400,0,6400,10000
3103,9358,42,94,01/15/2026,2,Jonathan Hugendubler,8928,22,7,5,2,,600,17,7,6,2,,-2000,600,1,600,1200
3103,9358,42,94,01/15/2026,3,Stella Trout,8799,23,9,7,2,,2400,20,8,9,0,6000,,16800,0,4000,12800
3104,9359,42,95,01/16/2026,1,Cameron Berry,8604,21,11,10,1,,4000,18,9,8,1,,,10000,0,5601,4399
3104,9359,42,95,01/16/2026,2,Jonathan Hugendubler,8928,18,6,6,0,,3800,15,4,5,0,3800,,12000,0,12000,0
3104,9359,42,95,01/16/2026,3,Stella Trout,8799,22,11,11,1,1000,7200,20,11,10,2,,-11200,6400,0,6300,100
3105,9360,42,96,01/19/2026,1,Liam Starnes,8670,13,6,6,1,-1600,1400,18,8,7,2,2000,,6200,0,6200,0
3105,9360,42,96,01/19/2026,2,Tom Devlin,9030,19,12,11,1,,5000,21,14,13,1,,,19400,0,0,19400
3105,9360,42,96,01/19/2026,3,Aaron Levine,9053,12,7,5,2,,2000,16,4,4,1,,-5600,1600,1,1,1601
3106,9361,42,97,01/20/2026,1,Andrew Hayes,8646,13,4,2,2,,-1000,14,8,8,1,2000,,6200,1,1801,8001
3106,9361,42,97,01/20/2026,2,Brendan Liaw,8747,15,11,10,2,1000,3600,13,4,4,0,,,8000,1,1337,9337
3106,9361,42,97,01/20/2026,3,Allegra Kuney,9075,18,12,9,3,,3000,17,12,12,1,,4000,18200,0,10,18190
3107,9362,42,98,01/21/2026,1,Bryce Wargin,8624,18,8,7,1,,2800,12,6,5,1,,,5200,0,4999,201
3107,9362,42,98,01/21/2026,2,Cameron Berry,8604,21,8,7,1,,2800,19,10,9,2,-4400,,8800,0,1601,7199
3107,9362,42,98,01/21/2026,3,Ben Ganger,8690,17,11,8,4,-1000,800,18,12,9,4,,-4800,2000,0,0,2000
3108,9363,42,99,01/22/2026,1,Ashley Chan,8375,17,6,3,3,,-200,7,5,5,0,,,5400,0,1002,4398
3108,9363,42,99,01/22/2026,2,W. Kamau Bell,8442,8,2,1,1,,-200,7,4,3,1,,,2600,0,0,2600
3108,9363,42,99,01/22/2026,3,Alex DeFrank,8591,22,19,18,2,-4600,5000,17,13,11,4,-3000,-2000,6400,0,4401,1999
3109,9364,42,100,01/23/2026,1,Steven Olson,8963,22,12,10,2,,3800,21,15,15,2,7000,3000,25800,1,7117,32917
3109,9364,42,100,01/23/2026,2,Josh Weikert,8607,23,14,11,4,-2000,3600,14,4,3,1,,,5600,0,0,5600
3109,9364,42,100,01/23/2026,3,Matt Massie,8814,18,5,4,1,,3000,18,9,7,2,,,5800,1,5800,11600
3110,9365,42,101,01/26/2026,1,Lisa Ann Walter,5417,6,4,2,2,,-200,5,3,1,2,,,-2600,,,-2600
3110,9365,42,101,01/26/2026,2,Mike Dawson,8637,13,10,9,2,1000,4800,11,8,6,2,,,8000,0,8000,0
3110,9365,42,101,01/26/2026,3,TJ Fisher,8991,15,14,10,4,,1400,17,13,12,3,5400,2000,15600,0,401,15199
3111,9366,42,102,01/27/2026,1,Scott Riccardi,8874,23,10,10,1,3800,8200,18,10,12,0,15400,6000,41200,0,0,41200
3111,9366,42,102,01/27/2026,2,Tom Devlin,9030,22,14,13,1,,7400,19,11,11,0,,,19000,0,0,19000
3111,9366,42,102,01/27/2026,3,Allegra Kuney,9075,15,8,5,3,,1200,18,5,5,0,,,7600,0,6700,900
3112,9367,42,103,01/28/2026,1,Laura Faddah,8391,19,7,6,2,1000,2000,10,1,1,1,-2000,,1600,0,1599,1
3112,9367,42,103,01/28/2026,2,Steven Olson,8963,18,11,11,0,,6200,20,13,12,2,,-9400,8400,0,5404,2996
3112,9367,42,103,01/28/2026,3,TJ Fisher,8991,11,6,6,0,,3400,16,10,10,0,,,13800,0,3001,10799
3113,9368,42,104,01/29/2026,1,Paolo Pasco,8942,19,14,14,1,2400,9200,14,10,10,1,6000,,24800,0,0,24800
3113,9368,42,104,01/29/2026,2,Cameron Berry,8604,16,12,10,2,,4200,16,11,12,0,,6600,22000,0,21199,801
3113,9368,42,104,01/29/2026,3,Ashley Chan,8375,14,3,2,1,,800,6,2,1,1,,,400,0,400,0
3114,9369,42,105,01/30/2026,1,Scott Riccardi,8874,21,10,9,1,,3200,18,10,6,4,,,5200,1,0,5200
3114,9369,42,105,01/30/2026,2,Laura Faddah,8391,13,4,4,0,,2400,13,6,6,1,,2000,8800,1,1601,10401
3114,9369,42,105,01/30/2026,3,Paolo Pasco,8942,19,12,13,0,7600,15600,12,8,9,0,5000,,29000,1,1118,30118
3115,9370,42,106,02/02/2026,1,Scott Riccardi,8874,17,10,10,1,1600,5400,17,8,6,2,,,8200,1,0,8200
3115,9370,42,106,02/02/2026,2,Paolo Pasco,8942,19,9,9,0,,4800,13,8,10,0,7200,4000,25600,0,121,25479
3115,9370,42,106,02/02/2026,3,TJ Fisher,8991,14,7,7,0,,4600,8,5,4,1,,,7800,0,777,7023
3116,9371,42,107,02/03/2026,1,Scott Riccardi,8874,16,9,7,2,,2600,17,6,6,0,,,9800,1,0,9800
3116,9371,42,107,02/03/2026,2,Paolo Pasco,8942,16,10,10,1,1800,6800,13,10,11,1,8000,6000,31200,1,1105,32305
3116,9371,42,107,02/03/2026,3,TJ Fisher,8991,18,12,6,6,,-1400,16,10,8,2,,,4600,1,3177,7777
3117,9372,42,108,02/04/2026,1,Scott Riccardi,8874,17,5,6,0,1000,5000,18,5,4,1,,,7400,0,4600,2800
3117,9372,42,108,02/04/2026,2,Paolo Pasco,8942,16,10,10,0,,4200,18,14,16,0,7400,6000,33200,0,143,33057
3117,9372,42,108,02/04/2026,3,TJ Fisher,8991,17,13,9,4,,2200,12,4,4,0,,,5800,0,1601,4199
3118,9373,42,109,02/05/2026,1,Matt Amodio,639,23,14,12,2,,5400,15,12,12,2,3000,-2000,18800,0,0,18800
3118,9373,42,109,02/05/2026,2,Drew Basile,8087,16,7,6,1,,2800,11,5,3,2,,,3600,1,3600,7200
3118,9373,42,109,02/05/2026,3,Karen Farrell,499,18,13,8,6,-1000,-200,16,9,9,0,,,8200,1,8200,16400
3119,9374,42,110,02/06/2026,1,Eric Ahasic,4421,17,7,6,1,,2800,12,7,5,2,,,5600,0,5600,0
3119,9374,42,110,02/06/2026,2,Roger Craig,8546,24,14,12,3,-2800,2400,23,15,16,1,4400,4000,24000,0,9000,15000
3119,9374,42,110,02/06/2026,3,Veronica Vichit-Vadakan,510,19,10,8,2,,2800,17,6,5,1,,,7200,0,7200,0
3120,9375,42,111,02/09/2026,1,Liz Feltner,4064,17,8,8,0,,4800,9,5,4,2,,-3000,6200,0,4601,1599
3120,9375,42,111,02/09/2026,2,T.L. Cubbage,9278,11,6,6,0,,3600,15,11,7,5,-3000,,5400,0,5399,1
3120,9375,42,111,02/09/2026,3,Drew Goins,8207,22,13,12,2,-3000,2800,17,7,5,2,,,5200,0,3600,1600
3121,9376,42,112,02/10/2026,1,Mehal Shah,8328,16,11,9,2,,2800,16,6,4,3,-5,,4395,1,1606,6001
3121,9376,42,112,02/10/2026,2,Jen Giles,7329,13,4,4,0,,3400,12,7,6,1,,,5400,1,3000,8400
3121,9376,42,112,02/10/2026,3,Andrew He,819,20,11,9,3,-1000,2200,21,11,10,2,,-7400,6000,1,4801,10801
3122,9377,42,113,02/11/2026,1,Josh Hill,3824,11,8,7,1,,3400,10,6,5,2,,3400,7600,0,7600,0
3122,9377,42,113,02/11/2026,2,Alison Betts,7941,22,9,9,1,2000,5400,14,5,4,2,-5000,,3200,0,414,2786
3122,9377,42,113,02/11/2026,3,Isaac Hirsch,8117,20,12,9,3,,3200,18,14,9,5,,,7600,0,7600,0
3123,9378,42,114,02/12/2026,1,Long Nguyen,4988,16,8,8,0,,5200,17,11,12,1,2000,1600,19600,1,2000,21600
3123,9378,42,114,02/12/2026,2,Will Yancey,8190,15,10,9,1,,4600,15,11,8,3,,,7400,0,7400,0
3123,9378,42,114,02/12/2026,3,Adriana Harmeyer,8042,22,6,7,0,1000,3400,14,6,4,2,,,3400,1,3400,6800
3124,9379,42,115,02/13/2026,1,Roger Craig,8546,22,11,7,4,,1200,18,12,13,0,3200,,18400,1,9601,28001
3124,9379,42,115,02/13/2026,2,Jen Giles,7329,6,2,3,0,1000,2400,13,6,5,1,,,4800,0,725,4075
3124,9379,42,115,02/13/2026,3,Drew Basile,8087,18,15,14,1,,6000,15,6,6,1,,5600,14000,1,0,14000
3125,9380,42,116,02/16/2026,1,Matt Amodio,639,16,8,7,1,,3800,17,9,10,0,6200,,19200,0,8001,11199
3125,9380,42,116,02/16/2026,2,Andrew He,819,23,15,14,1,,8400,16,9,8,2,,-6000,13600,0,38,13562
3125,9380,42,116,02/16/2026,3,Alison Betts,7941,20,5,5,1,-1000,1400,11,2,2,0,,,2600,0,0,2600
3126,9381,42,117,02/17/2026,1,Long Nguyen,4988,20,11,10,1,,5600,19,11,10,3,7200,-5000,15800,1,5001,20801
3126,9381,42,117,02/17/2026,2,Karen Farrell,499,12,5,6,0,1000,3600,12,6,6,0,,,10000,0,0,10000
3126,9381,42,117,02/17/2026,3,Drew Goins,8207,18,11,10,1,,4600,18,10,8,2,,,12200,0,12197,3
3127,9382,42,118,02/18/2026,1,Roger Craig,8546,21,14,13,1,,5800,18,10,7,3,,,10600,0,10600,0
3127,9382,42,118,02/18/2026,2,Long Nguyen,4988,18,7,5,2,,1600,16,9,8,3,2000,-6400,2000,0,1933,67
3127,9382,42,118,02/18/2026,3,Andrew He,819,20,8,9,0,4800,10400,17,10,7,3,,,16400,0,4801,11599
3128,9383,42,119,02/19/2026,1,Roger Craig,8546,22,15,10,5,,2000,13,7,5,2,,,5200,1,0,5200
3128,9383,42,119,02/19/2026,2,Long Nguyen,4988,16,7,8,0,2400,6600,16,7,8,0,8200,,21600,0,4001,17599
3128,9383,42,119,02/19/2026,3,Andrew He,819,16,7,5,2,,400,16,9,10,0,,2400,12800,0,12733,67
3129,9384,42,120,02/20/2026,1,Roger Craig,8546,20,11,11,0,,5800,23,7,4,3,,,6200,0,6200,0
3129,9384,42,120,02/20/2026,2,Long Nguyen,4988,19,11,10,2,2800,6400,20,8,9,0,9200,,24400,0,8000,16400
3129,9384,42,120,02/20/2026,3,Andrew He,819,18,7,6,1,,4400,24,16,16,1,,7600,31600,1,17201,48801
3130,9385,42,121,02/23/2026,1,Trey Hart,9155,16,11,7,4,,1400,17,12,10,2,,,10200,0,0,10200
3130,9385,42,121,02/23/2026,2,Zach Johnson-Dunlop,9308,21,12,8,4,,2000,19,7,7,1,3000,,10600,0,10000,600
3130,9385,42,121,02/23/2026,3,Katie Pach,9309,16,8,6,3,-1200,600,17,9,8,2,,1000,4000,0,4000,0
3131,9386,42,122,02/24/2026,1,Trey Hart,9155,19,13,12,1,,5400,18,9,9,1,4000,,16200,1,8000,24200
3131,9386,42,122,02/24/2026,2,James Hirsh,9311,20,8,9,0,1400,5600,18,9,9,1,,8000,20400,1,12018,32418
3131,9386,42,122,02/24/2026,3,Christa Fidel,9312,20,6,6,0,,4800,13,9,9,0,,,15600,1,0,15600
3132,9387,42,123,02/25/2026,1,James Hirsh,9311,21,11,10,1,,5600,19,12,11,2,7200,,20400,0,5400,15000
3132,9387,42,123,02/25/2026,2,Kevin Kodama,9314,16,9,9,0,,5000,16,14,13,2,,-15200,5000,0,5000,0
3132,9387,42,123,02/25/2026,3,Lauren Vincent,9315,18,8,7,2,1000,2400,15,2,2,0,,,4000,0,4000,0
3133,9388,42,124,02/26/2026,1,James Hirsh,9311,19,15,14,1,,6200,16,13,12,2,-4000,,16200,1,3800,20000
3133,9388,42,124,02/26/2026,2,Elizabeth Hurd,9317,17,8,6,3,-400,2800,11,4,3,1,,,6000,0,1000,5000
3133,9388,42,124,02/26/2026,3,Patrick Creech,9318,17,6,4,2,,800,16,8,5,4,,-2000,1200,0,20,1180
3134,9389,42,125,02/27/2026,1,James Hirsh,9311,24,13,11,2,,6200,14,9,9,1,,3000,16400,0,6818,9582
3134,9389,42,125,02/27/2026,2,Diana Miller,9320,20,8,9,0,2000,6200,17,10,9,2,-2600,,11600,1,4799,16399
3134,9389,42,125,02/27/2026,3,Tim Leung,9321,24,11,8,3,,3000,13,6,6,0,,,9800,0,0,9800
3135,9390,42,126,03/02/2026,1,Diana Miller,9320,14,7,6,1,,1800,15,11,10,1,,,12200,0,5001,7199
3135,9390,42,126,03/02/2026,2,Marissa Klein,9323,19,11,10,2,-3200,1200,16,8,7,3,-2400,-4000,2000,0,0,2000
3135,9390,42,126,03/02/2026,3,Noah Hamilton,9324,19,9,9,0,,5400,17,7,5,2,,,8600,1,1390,9990
3136,9391,42,127,03/03/2026,1,Noah Hamilton,9324,21,7,4,3,,1000,15,12,12,2,2000,3000,12800,0,11783,1017
3136,9391,42,127,03/03/2026,2,Quentin Powers,9326,22,18,17,2,-1909,7491,13,6,5,1,,,12291,1,1909,14200
3136,9391,42,127,03/03/2026,3,Monterey Salka,9327,24,9,6,3,,1400,17,11,8,3,,,5000,0,4997,3
3137,9392,42,128,03/04/2026,1,Quentin Powers,9326,17,12,10,3,-1000,3600,14,10,9,2,-3000,,8600,0,2002,6598
3137,9392,42,128,03/04/2026,2,Nannono Zirimu,9329,8,2,2,0,,1800,8,4,3,1,,,2200,0,2000,200
3137,9392,42,128,03/04/2026,3,Aahil Makhani,9330,25,14,12,2,,5600,15,10,6,5,,-3600,4800,0,4800,0
3138,9393,42,129,03/05/2026,1,Quentin Powers,9326,17,6,6,1,-1000,3000,15,8,5,3,,,5000,1,4999,9999
3138,9393,42,129,03/05/2026,2,Cory Aiello,9332,26,16,15,1,,7400,17,9,9,1,2000,,17400,1,530,17930
3138,9393,42,129,03/05/2026,3,Nishal Shah,9333,16,5,5,0,,2400,13,9,7,3,,-2000,8000,1,3001,11001
3139,9394,42,130,03/06/2026,1,Cory Aiello,9332,20,10,7,3,,-200,14,11,8,3,,,3400,0,604,2796
3139,9394,42,130,03/06/2026,2,James Denison,9335,18,11,11,1,2200,8400,16,11,9,3,,9000,24200,1,11999,36199
3139,9394,42,130,03/06/2026,3,Heidi Schmechel,9336,16,8,8,0,,4800,8,6,6,1,3000,,12200,1,12200,24400
3140,9395,42,131,03/09/2026,1,James Denison,9335,23,14,13,1,,6600,16,10,12,0,6800,6000,31000,1,14599,45599
3140,9395,42,131,03/09/2026,2,Katie Hoppenjans,9338,17,9,10,0,1000,6200,17,8,6,2,,,8200,0,6000,2200
3140,9395,42,131,03/09/2026,3,Jonathan Rosales,9339,11,3,2,1,,1400,11,8,7,1,,,7000,0,3700,3300
3141,9396,42,132,03/10/2026,1,James Denison,9335,20,10,9,2,1000,3200,19,12,12,1,,5200,20000,0,10999,9001
3141,9396,42,132,03/10/2026,2,Tim Swankey,9341,21,9,6,3,,3800,17,9,7,2,,,9000,0,4602,4398
3141,9396,42,132,03/10/2026,3,Sapana Vora,9342,19,10,9,1,,2600,16,7,8,0,3000,,13200,0,6801,6399
3142,9397,42,133,03/11/2026,1,James Denison,9335,21,17,15,3,-4600,4200,11,7,7,0,,,13800,0,5199,8601
3142,9397,42,133,03/11/2026,2,Chris Kearney,9344,16,8,6,2,,2600,15,11,9,2,,,8600,0,3799,4801
3142,9397,42,133,03/11/2026,3,Molly Hackett,9345,22,6,5,1,,1600,14,7,5,4,2000,2000,2400,0,101,2299
3143,9398,42,134,03/12/2026,1,James Denison,9335,23,16,15,2,4400,11000,15,10,9,2,-5400,,14400,0,5999,8401
3143,9398,42,134,03/12/2026,2,Luke Henson,9347,14,9,7,2,,3600,13,8,6,2,,,8400,1,8398,16798
3143,9398,42,134,03/12/2026,3,Lydia Cawley,9348,19,7,5,2,,1000,13,5,4,2,,-2200,1200,0,27,1173
3144,9399,42,135,03/13/2026,1,Luke Henson,9347,14,7,4,3,,800,16,7,7,0,,,8000,0,1689,6311
3144,9399,42,135,03/13/2026,2,Jamie Ding,9350,21,14,13,1,,7200,23,14,14,2,-3600,1800,22600,1,33,22633
3144,9399,42,135,03/13/2026,3,Robin Richardson,9351,17,10,11,0,1600,6600,16,7,6,1,,,10600,0,5600,5000
3145,9401,42,136,03/16/2026,1,Jamie Ding,9350,27,17,16,1,,8400,23,19,20,0,3600,,34000,0,30067,3933
3145,9401,42,136,03/16/2026,2,Shannon Thomas,9353,15,7,5,2,,1200,14,3,1,2,,,-800,,,-800
3145,9401,42,136,03/16/2026,3,Andrew Ford,9354,16,9,8,2,2400,5600,14,6,4,3,,-8000,1600,0,718,882
3147,9402,42,137,03/17/2026,1,Jamie Ding,9350,23,19,20,0,2400,14000,25,23,24,0,6000,,48800,1,2434,51234
3147,9402,42,137,03/17/2026,2,Carman Nareau,9359,8,3,1,2,,-600,7,2,2,0,,,600,0,599,1
3147,9402,42,137,03/17/2026,3,Aidan O'Connell,9360,20,6,5,1,,2600,17,5,4,2,,2500,4300,0,0,4300
3148,9403,42,138,03/18/2026,1,Jamie Ding,9350,27,15,14,2,-1000,7400,23,14,14,2,8200,-5200,23200,1,5601,28801
3148,9403,42,138,03/18/2026,2,Luke Minton,9362,26,13,13,0,,7200,21,11,9,2,,,14400,0,14400,0
3148,9403,42,138,03/18/2026,3,Kamilah Tisdale,9363,20,2,1,1,,200,16,4,4,0,,,5000,0,4999,1
3149,9404,42,139,03/19/2026,1,Jamie Ding,9350,23,9,8,1,,4000,16,12,12,1,,4400,20800,1,4401,25201
3149,9404,42,139,03/19/2026,2,Jason Snell,9365,18,10,9,1,,3600,8,6,6,0,,,10000,0,6400,3600
3149,9404,42,139,03/19/2026,3,Jordan Haynie Ware,9366,13,7,8,0,1000,5400,7,4,4,1,4000,,12600,0,8401,4199
3150,9405,42,140,03/20/2026,1,Jamie Ding,9350,16,9,9,0,,5400,25,13,13,1,,3600,19400,1,11001,30401
3150,9405,42,140,03/20/2026,2,Sinecio Morales,9368,20,8,4,4,,-200,18,11,9,2,,,10200,0,10200,0
3150,9405,42,140,03/20/2026,3,David Ley,9369,19,13,11,3,3400,7000,13,8,6,3,3800,,15200,1,6800,22000
3152,9407,42,141,03/23/2026,1,Jamie Ding,9350,25,11,12,0,4200,11600,20,12,13,0,4200,,28200,1,4800,33000
3152,9407,42,141,03/23/2026,2,Max Genecov,9374,25,12,12,0,,7200,19,12,10,3,,-7000,9800,1,6000,15800
3152,9407,42,141,03/23/2026,3,Erin Howard,9375,20,5,5,0,,1800,6,3,2,1,,,1400,1,1000,2400
3153,9408,42,142,03/24/2026,1,Jamie Ding,9350,22,17,17,0,,10800,21,18,19,1,-6000,3000,27000,1,0,27000
3153,9408,42,142,03/24/2026,2,Abigail Marcolini,9377,11,4,2,2,,-200,12,1,1,0,,,1000,0,999,1
3153,9408,42,142,03/24/2026,3,Pranit Nanda,9378,18,8,8,1,2000,6200,14,5,5,0,,,13000,1,3000,16000
3154,9409,42,143,03/25/2026,1,Jamie Ding,9350,24,15,15,1,-1000,8000,20,14,13,2,,5200,25200,0,1601,23599
3154,9409,42,143,03/25/2026,2,Thayer Warne,9380,18,7,5,2,,2400,13,8,9,0,3000,,13400,0,13400,0
3154,9409,42,143,03/25/2026,3,Tallulah Pollard,9381,24,9,8,1,,2400,21,6,5,1,,,7200,0,7200,0
3155,9410,42,144,03/26/2026,1,Jamie Ding,9350,25,19,19,1,4400,14400,22,15,13,2,,,26000,1,1008,27008
3155,9410,42,144,03/26/2026,2,Donna Vaughan Singer,9383,9,4,4,0,,1400,5,3,2,1,,,3800,1,3798,7598
3155,9410,42,144,03/26/2026,3,Jeff Bienstock,9384,18,6,5,1,,3400,19,12,9,5,1200,-3400,4400,0,4395,5
3156,9411,42,145,03/27/2026,1,Jamie Ding,9350,18,13,12,2,1000,4600,22,16,16,2,2800,-4400,19800,0,790,19010
3156,9411,42,145,03/27/2026,2,Brent Wilson,9386,21,12,9,3,,3800,12,5,4,1,,,9400,0,257,9143
3156,9411,42,145,03/27/2026,3,Tanya Iyer,9387,8,1,1,0,,600,9,6,5,1,,,6200,0,6200,0
3159,9413,42,146,03/30/2026,1,Jamie Ding,9350,19,15,14,1,,6200,23,16,17,1,2600,500,24900,0,2280,22620
3159,9413,42,146,03/30/2026,2,Fr. Paul Baker,9395,18,8,7,2,-1000,3000,15,6,6,0,,,11000,0,1001,9999
3159,9413,42,146,03/30/2026,3,Barbara McIntyre,9396,17,7,6,1,,2000,17,4,4,0,,,6000,0,5730,270
3161,9414,42,147,03/31/2026,1,Jamie Ding,9350,28,15,14,1,,8800,18,16,16,1,,5400,29400,1,16160,45560
3161,9414,42,147,03/31/2026,2,Seth Politano,9401,14,8,7,1,,2000,8,4,3,2,1200,,4000,1,2601,6601
3161,9414,42,147,03/31/2026,3,Kimberly Ayers,9402,16,8,8,1,1600,5000,8,2,2,0,,,6600,1,1401,8001
3163,9415,42,148,04/01/2026,1,Jamie Ding,9350,26,22,23,0,1000,14600,19,18,20,0,7600,12400,55800,0,44200,11600
3163,9415,42,148,04/01/2026,2,Jessica Frankenfield,9407,12,3,1,2,,-800,15,7,6,1,,,5200,1,800,6000
3163,9415,42,148,04/01/2026,3,George Thomas,9408,17,6,4,2,,200,10,2,0,2,,,-1800,,,-1800
3164,9416,42,149,04/02/2026,1,Jamie Ding,9350,24,19,19,1,5000,15600,24,23,24,1,11600,-21200,31200,1,25200,56400
3164,9416,42,149,04/02/2026,2,Nikki Svetov,9410,8,3,1,2,,-800,6,1,1,0,,,400,0,0,400
3164,9416,42,149,04/02/2026,3,Brian Chu,9411,12,7,5,2,,400,11,3,2,1,,,2800,0,267,2533
3165,9417,42,150,04/03/2026,1,Jamie Ding,9350,24,18,18,1,5000,13400,20,13,14,0,3200,,29400,1,5001,34401
3165,9417,42,150,04/03/2026,2,Emmett Laurie,9413,14,4,3,1,,1000,15,7,7,1,,7000,17200,0,17200,0
3165,9417,42,150,04/03/2026,3,Robyn Horn,9414,20,8,6,2,,2200,18,8,6,2,,,5400,1,4600,10000
3166,9418,42,151,04/06/2026,1,Jamie Ding,9350,23,16,16,0,,10400,27,16,18,0,4800,9000,44200,0,12589,31611
3166,9418,42,151,04/06/2026,2,Mikey Hlebasko,9416,17,6,5,1,,2200,15,3,2,1,,,3000,0,2316,684
